(250, 152, 120)
(203, 144, 109)
(211, 147, 133)
(247, 132, 114)
(249, 134, 116)
(238, 154, 114)
(243, 159, 119)
(247, 144, 106)
(252, 149, 111)
(224, 130, 125)
(244, 150, 145)
(227, 140, 138)
(184, 144, 115)
(239, 169, 143)
(218, 148, 122)
(217, 143, 118)
(223, 149, 124)
(222, 133, 112)
(237, 148, 127)
(241, 143, 120)
(217, 119, 96)
(255, 156, 151)
(255, 138, 120)
(249, 149, 126)
(239, 139, 116)
(228, 160, 137)
(241, 142, 122)
(204, 151, 143)
(214, 149, 142)
(247, 136, 133)
(239, 152, 116)
(217, 141, 104)
(233, 152, 116)
(238, 157, 121)
(224, 137, 109)
(225, 138, 110)
(236, 149, 121)
(253, 155, 123)
(205, 146, 111)
(255, 151, 133)
(237, 153, 113)
(246, 143, 105)
(248, 145, 107)
(235, 141, 136)
(242, 148, 143)
(230, 143, 141)
(216, 142, 117)
(229, 155, 130)
(231, 158, 138)
(240, 151, 130)
(240, 142, 119)
(218, 120, 97)
(226, 117, 112)
(245, 136, 131)
(253, 136, 118)
(255, 141, 123)
(225, 157, 134)
(255, 166, 146)
(200, 135, 128)
(240, 129, 126)
(240, 153, 117)
(232, 156, 119)
(239, 158, 122)
(245, 158, 130)
(253, 166, 138)
(237, 141, 121)
(243, 147, 127)
(236, 152, 112)
(230, 146, 106)
(248, 143, 103)
(236, 131, 91)
(239, 164, 121)
(227, 152, 109)
(238, 163, 120)
(255, 158, 127)
(255, 154, 123)
(229, 144, 132)
(229, 150, 135)
(250, 141, 127)
(202, 105, 99)
(204, 106, 95)
(239, 135, 116)
(253, 149, 130)
(245, 138, 116)
(225, 118, 96)
(241, 144, 131)
(237, 140, 127)
(222, 147, 125)
(255, 144, 133)
(255, 145, 134)
(232, 152, 130)
(227, 140, 119)
(245, 127, 125)
(242, 155, 119)
(178, 91, 55)
(235, 154, 118)
(240, 153, 125)
(226, 142, 102)
(255, 171, 131)
(244, 139, 99)
(228, 153, 110)
(229, 154, 111)
(230, 155, 112)
(255, 151, 120)
(222, 137, 125)
(238, 129, 115)
(195, 140, 130)
(199, 144, 134)
(239, 142, 136)
(241, 143, 132)
(252, 148, 129)
(222, 115, 93)
(243, 146, 133)
(237, 147, 133)
(233, 143, 129)
(255, 147, 136)
(255, 159, 146)
(230, 150, 128)
(228, 141, 120)
(246, 128, 126)
(231, 155, 118)
(236, 155, 119)
(232, 151, 115)
(246, 159, 131)
(243, 156, 128)
(168, 144, 126)
(246, 153, 129)
(205, 144, 117)
(207, 148, 135)
(229, 141, 125)
(235, 147, 131)
(241, 148, 116)
(230, 137, 105)
(246, 141, 110)
(248, 143, 112)
(225, 146, 129)
(215, 136, 119)
(225, 151, 134)
(219, 143, 128)
(224, 131, 121)
(245, 152, 142)
(224, 139, 118)
(235, 150, 129)
(237, 139, 116)
(212, 114, 91)
(173, 130, 107)
(255, 160, 143)
(255, 148, 131)
(136, 104, 83)
(166, 134, 113)
(225, 162, 144)
(247, 149, 126)
(220, 147, 125)
(225, 142, 121)
(239, 131, 123)
(226, 153, 124)
(185, 88, 61)
(235, 153, 122)
(229, 147, 116)
(220, 137, 109)
(242, 159, 131)
(242, 157, 129)
(247, 142, 111)
(243, 151, 144)
(218, 139, 122)
(224, 150, 133)
(213, 137, 122)
(217, 141, 126)
(239, 146, 136)
(222, 137, 116)
(235, 123, 106)
(253, 152, 132)
(180, 117, 99)
(204, 141, 123)
(221, 163, 146)
(243, 160, 132)
(241, 156, 128)
(159, 145, 128)
(227, 141, 127)
(238, 152, 138)
(224, 140, 126)
(196, 148, 139)
(255, 136, 130)
(254, 144, 127)
(242, 132, 115)
(252, 142, 125)
(255, 149, 132)
(212, 154, 127)
(221, 133, 119)
(236, 148, 134)
(215, 137, 117)
(227, 142, 121)
(226, 151, 129)
(195, 120, 98)
(205, 137, 114)
(212, 144, 121)
(206, 147, 125)
(246, 135, 113)
(231, 141, 117)
(206, 116, 92)
(255, 154, 140)
(210, 142, 119)
(255, 136, 118)
(255, 148, 127)
(205, 144, 118)
(244, 149, 126)
(234, 139, 116)
(212, 159, 132)
(239, 146, 123)
(227, 134, 111)
(250, 146, 129)
(219, 151, 130)
(255, 141, 119)
(216, 139, 107)
(236, 155, 127)
(255, 146, 129)
(255, 165, 148)
(223, 165, 138)
(184, 125, 103)
(224, 136, 122)
(232, 154, 134)
(227, 149, 129)
(242, 157, 136)
(241, 156, 135)
(224, 149, 127)
(200, 132, 109)
(213, 145, 122)
(217, 158, 136)
(190, 159, 133)
(244, 133, 111)
(232, 142, 118)
(209, 119, 95)
(254, 143, 129)
(244, 133, 119)
(219, 151, 128)
(255, 147, 126)
(255, 137, 116)
(224, 163, 137)
(240, 147, 124)
(255, 142, 121)
(255, 158, 141)
(255, 168, 151)
(255, 162, 145)
(242, 138, 121)
(214, 155, 140)
(247, 139, 122)
(249, 141, 124)
(155, 145, 128)
(218, 141, 130)
(229, 152, 141)
(196, 141, 131)
(190, 148, 139)
(244, 137, 134)
(250, 143, 140)
(255, 141, 132)
(251, 129, 120)
(255, 162, 147)
(247, 147, 132)
(247, 148, 130)
(242, 143, 125)
(247, 146, 137)
(217, 149, 126)
(240, 172, 149)
(243, 156, 135)
(230, 143, 122)
(238, 142, 122)
(217, 121, 101)
(241, 135, 116)
(255, 153, 134)
(255, 147, 128)
(234, 124, 105)
(204, 126, 104)
(222, 144, 122)
(223, 136, 115)
(236, 130, 111)
(255, 165, 146)
(246, 142, 123)
(235, 144, 123)
(227, 144, 123)
(215, 132, 111)
(238, 158, 136)
(244, 140, 121)
(218, 145, 123)
(225, 152, 130)
(233, 158, 136)
(255, 152, 133)
(248, 154, 134)
(217, 142, 120)
(231, 156, 134)
(196, 137, 113)
(238, 149, 128)
(228, 139, 118)
(236, 147, 126)
(223, 134, 113)
(236, 135, 115)
(247, 146, 126)
(255, 144, 127)
(255, 132, 115)
(233, 139, 119)
(255, 137, 120)
(255, 139, 122)
(207, 133, 118)
(215, 141, 126)
(234, 143, 122)
(207, 138, 109)
(233, 164, 135)
(227, 153, 127)
(246, 146, 131)
(248, 148, 133)
(249, 150, 132)
(253, 154, 136)
(246, 145, 136)
(242, 141, 132)
(224, 156, 133)
(234, 147, 126)
(241, 154, 133)
(255, 168, 148)
(248, 152, 132)
(255, 159, 140)
(255, 162, 143)
(245, 135, 116)
(238, 151, 130)
(241, 137, 118)
(230, 139, 118)
(233, 150, 129)
(222, 139, 118)
(245, 141, 122)
(248, 144, 125)
(232, 138, 118)
(255, 154, 134)
(255, 167, 147)
(255, 138, 121)
(246, 145, 127)
(235, 134, 116)
(226, 152, 126)
(176, 129, 115)
(203, 156, 142)
(151, 135, 126)
(183, 131, 116)
(189, 137, 122)
(220, 138, 125)
(218, 142, 127)
(210, 144, 121)
(206, 145, 118)
(225, 164, 137)
(199, 124, 111)
(210, 135, 122)
(253, 136, 127)
(254, 137, 128)
(245, 140, 126)
(232, 143, 124)
(215, 145, 119)
(248, 178, 152)
(222, 152, 126)
(195, 120, 107)
(201, 126, 113)
(241, 124, 115)
(244, 127, 118)
(235, 130, 116)
(222, 133, 114)
(205, 135, 109)
(204, 134, 108)
(223, 137, 130)
(243, 146, 140)
(213, 142, 133)
(213, 140, 129)
(212, 154, 150)
(224, 138, 131)
(225, 139, 132)
(230, 133, 127)
(254, 157, 151)
(217, 146, 137)
(215, 142, 131)
(201, 128, 117)
(217, 139, 131)
(188, 135, 127)
(211, 137, 122)
(235, 138, 123)
(188, 136, 123)
(194, 142, 129)
(232, 136, 118)
(237, 141, 123)
(246, 139, 116)
(235, 128, 105)
(203, 129, 114)
(218, 144, 129)
(235, 134, 105)
(245, 144, 115)
(225, 145, 134)
(250, 148, 135)
(240, 145, 130)
(215, 163, 150)
(231, 135, 117)
(241, 145, 127)
(248, 141, 118)
(236, 129, 106)
(213, 139, 124)
(239, 138, 109)
(255, 146, 119)
(255, 149, 122)
(234, 154, 143)
(247, 167, 156)
(223, 147, 130)
(243, 149, 122)
(249, 145, 111)
(233, 139, 100)
(241, 147, 108)
(250, 148, 133)
(223, 149, 123)
(240, 147, 123)
(255, 160, 130)
(244, 146, 116)
(245, 151, 124)
(252, 148, 114)
(231, 137, 98)
(212, 144, 123)
(246, 148, 118)
(230, 152, 132)
(229, 153, 124)
(235, 150, 114)
(224, 138, 98)
(251, 149, 134)
(249, 147, 132)
(255, 148, 119)
(226, 148, 128)
(253, 151, 136)
(226, 152, 127)
(233, 149, 118)
(224, 137, 100)
(234, 147, 110)
(250, 153, 140)
(244, 147, 134)
(255, 148, 124)
(255, 144, 120)
(217, 150, 132)
(244, 147, 120)
(246, 149, 136)
(218, 151, 133)
(237, 146, 125)
(231, 135, 103)
(236, 147, 137)
(244, 150, 132)
(237, 143, 125)
(225, 153, 136)
(230, 136, 118)
(239, 145, 127)
(226, 154, 137)
(233, 143, 127)
(231, 138, 108)
(227, 146, 138)
(219, 149, 124)
(236, 148, 124)
(253, 146, 132)
(232, 139, 109)
(255, 166, 152)
(233, 126, 112)
(216, 144, 127)
(227, 152, 120)
(210, 148, 138)
(212, 142, 117)
(242, 147, 132)
(234, 139, 124)
(237, 156, 139)
(230, 155, 123)
(216, 154, 144)
(225, 130, 115)
(237, 142, 127)
(227, 152, 139)
(202, 127, 114)
(204, 140, 148)
(230, 141, 131)
(220, 145, 132)
(228, 148, 126)
(255, 144, 111)
(195, 142, 123)
(224, 144, 122)
(200, 135, 126)
(255, 145, 112)
(214, 141, 119)
(255, 140, 119)
(204, 145, 121)
(226, 143, 122)
(232, 144, 119)
(215, 142, 120)
(205, 146, 122)
(233, 146, 118)
(255, 144, 116)
(218, 151, 105)
(255, 147, 121)
(211, 150, 124)
(230, 148, 124)
(194, 120, 114)
(189, 106, 100)
(220, 134, 118)
(196, 110, 94)
(199, 154, 122)
(235, 144, 132)
(211, 139, 113)
(210, 151, 116)
(211, 152, 117)
(201, 142, 107)
(203, 130, 110)
(150, 120, 91)
(175, 145, 116)
(237, 151, 96)
(255, 148, 122)
(205, 161, 133)
(255, 148, 125)
(242, 151, 119)
(212, 156, 120)
(212, 151, 125)
(170, 101, 92)
(211, 142, 133)
(225, 142, 136)
(224, 141, 135)
(233, 147, 122)
(236, 150, 125)
(208, 120, 95)
(211, 127, 113)
(220, 136, 122)
(233, 144, 123)
(247, 141, 124)
(214, 152, 122)
(255, 142, 133)
(252, 147, 124)
(255, 152, 129)
(224, 118, 101)
(235, 147, 116)
(220, 153, 107)
(240, 154, 99)
(241, 155, 100)
(255, 149, 123)
(234, 168, 127)
(221, 156, 130)
(201, 136, 110)
(240, 149, 117)
(236, 145, 113)
(243, 147, 108)
(193, 143, 132)
(255, 172, 170)
(230, 147, 141)
(157, 74, 68)
(222, 158, 137)
(231, 145, 120)
(231, 142, 121)
(246, 140, 123)
(215, 157, 130)
(253, 148, 125)
(251, 145, 128)
(255, 158, 132)
(255, 158, 120)
(204, 138, 97)
(255, 155, 129)
(244, 142, 116)
(217, 152, 126)
(244, 153, 121)
(229, 147, 123)
(232, 150, 126)
(250, 133, 117)
(239, 143, 104)
(252, 169, 163)
(181, 98, 92)
(219, 159, 163)
(199, 139, 145)
(225, 135, 146)
(255, 142, 145)
(185, 147, 130)
(203, 139, 127)
(232, 148, 123)
(231, 171, 161)
(223, 149, 111)
(210, 150, 111)
(255, 148, 120)
(198, 156, 145)
(201, 162, 139)
(186, 147, 124)
(155, 113, 84)
(223, 153, 150)
(235, 145, 121)
(239, 149, 125)
(244, 134, 115)
(237, 135, 131)
(220, 118, 114)
(196, 109, 97)
(215, 155, 159)
(229, 145, 120)
(227, 143, 118)
(206, 146, 136)
(224, 154, 142)
(171, 129, 118)
(183, 144, 121)
(187, 148, 125)
(226, 156, 153)
(234, 144, 120)
(255, 157, 153)
(199, 112, 100)
(221, 160, 116)
(221, 149, 103)
(255, 149, 117)
(235, 142, 132)
(220, 137, 129)
(218, 150, 118)
(252, 146, 112)
(221, 157, 134)
(218, 151, 103)
(204, 150, 114)
(241, 144, 129)
(179, 90, 71)
(180, 91, 72)
(189, 101, 77)
(190, 102, 78)
(222, 134, 110)
(247, 159, 135)
(234, 148, 123)
(242, 135, 112)
(241, 145, 115)
(240, 144, 114)
(221, 148, 126)
(204, 115, 94)
(216, 155, 111)
(255, 148, 116)
(219, 151, 119)
(239, 142, 127)
(233, 144, 125)
(232, 144, 120)
(242, 154, 130)
(221, 149, 134)
(238, 140, 117)
(235, 149, 124)
(205, 116, 95)
(255, 144, 108)
(233, 140, 128)
(239, 152, 115)
(245, 158, 122)
(235, 148, 112)
(220, 136, 133)
(221, 154, 117)
(255, 150, 93)
(185, 146, 114)
(189, 150, 118)
(255, 149, 116)
(236, 139, 124)
(255, 153, 110)
(227, 150, 125)
(220, 153, 127)
(194, 143, 116)
(243, 136, 114)
(235, 153, 120)
(238, 137, 106)
(241, 145, 113)
(217, 147, 113)
(209, 121, 88)
(255, 145, 109)
(220, 153, 116)
(184, 145, 113)
(237, 140, 125)
(255, 154, 111)
(236, 154, 121)
(240, 145, 110)
(236, 145, 115)
(223, 145, 116)
(224, 160, 122)
(216, 149, 112)
(222, 155, 118)
(231, 142, 130)
(245, 157, 132)
(246, 151, 116)
(238, 141, 126)
(255, 153, 112)
(226, 150, 135)
(242, 147, 112)
(241, 150, 120)
(219, 145, 107)
(219, 154, 147)
(214, 150, 112)
(255, 171, 159)
(236, 147, 135)
(165, 126, 94)
(255, 155, 114)
(252, 150, 107)
(231, 143, 110)
(199, 150, 123)
(230, 168, 130)
(231, 145, 103)
(220, 149, 142)
(184, 113, 106)
(210, 150, 112)
(250, 146, 103)
(238, 134, 91)
(170, 139, 106)
(208, 144, 123)
(189, 135, 120)
(220, 148, 122)
(216, 145, 125)
(255, 142, 111)
(216, 150, 138)
(215, 156, 121)
(221, 144, 110)
(199, 122, 88)
(229, 167, 129)
(210, 148, 110)
(211, 141, 100)
(224, 154, 113)
(198, 149, 115)
(230, 144, 102)
(245, 164, 128)
(242, 161, 125)
(255, 152, 109)
(255, 151, 108)
(254, 150, 107)
(245, 139, 104)
(213, 149, 128)
(202, 148, 133)
(255, 139, 108)
(224, 134, 120)
(252, 162, 148)
(165, 143, 136)
(140, 118, 111)
(222, 144, 95)
(206, 165, 142)
(185, 144, 121)
(187, 149, 146)
(189, 151, 148)
(189, 140, 97)
(159, 132, 99)
(175, 148, 115)
(193, 147, 154)
(204, 148, 133)
(204, 137, 100)
(213, 147, 117)
(187, 131, 127)
(248, 138, 99)
(179, 136, 122)
(245, 154, 142)
(208, 149, 127)
(219, 160, 138)
(200, 133, 96)
(255, 155, 116)
(255, 150, 111)
(180, 137, 123)
(239, 148, 136)
(209, 127, 103)
(219, 150, 102)
(179, 136, 111)
(230, 146, 95)
(174, 133, 84)
(245, 165, 125)
(182, 138, 120)
(232, 150, 139)
(230, 139, 129)
(227, 154, 125)
(255, 162, 140)
(194, 114, 74)
(224, 144, 104)
(229, 138, 128)
(255, 156, 134)
(255, 134, 103)
(186, 107, 81)
(236, 148, 102)
(196, 137, 104)
(247, 141, 107)
(223, 140, 119)
(221, 158, 164)
(255, 160, 151)
(199, 136, 120)
(249, 150, 130)
(242, 137, 123)
(255, 153, 118)
(240, 135, 113)
(248, 146, 111)
(255, 160, 129)
(255, 178, 152)
(192, 113, 87)
(212, 129, 108)
(221, 120, 111)
(255, 156, 121)
(252, 150, 115)
(234, 135, 86)
(245, 166, 140)
(236, 157, 131)
(234, 156, 136)
(243, 165, 145)
(225, 163, 142)
(208, 142, 130)
(206, 145, 130)
(187, 132, 115)
(244, 142, 107)
(254, 152, 117)
(234, 129, 106)
(225, 134, 102)
(222, 169, 129)
(200, 147, 107)
(209, 159, 137)
(238, 153, 125)
(237, 152, 124)
(228, 143, 115)
(238, 147, 106)
(192, 137, 118)
(210, 131, 95)
(237, 158, 122)
(255, 186, 151)
(234, 138, 118)
(212, 141, 121)
(240, 151, 141)
(222, 154, 120)
(189, 135, 113)
(206, 152, 130)
(210, 143, 116)
(218, 142, 125)
(255, 157, 145)
(194, 138, 125)
(168, 112, 99)
(218, 152, 129)
(236, 150, 136)
(222, 160, 101)
(240, 145, 109)
(202, 119, 98)
(185, 125, 106)
(211, 151, 132)
(239, 140, 122)
(250, 145, 122)
(229, 138, 106)
(192, 151, 128)
(197, 144, 104)
(255, 180, 152)
(210, 145, 110)
(245, 149, 117)
(233, 146, 125)
(241, 141, 106)
(213, 142, 122)
(237, 148, 138)
(213, 146, 119)
(214, 147, 120)
(255, 138, 126)
(199, 136, 118)
(243, 157, 143)
(241, 146, 110)
(222, 139, 102)
(152, 69, 48)
(248, 147, 118)
(242, 141, 112)
(212, 148, 118)
(236, 143, 111)
(255, 161, 122)
(223, 139, 108)
(248, 164, 133)
(214, 146, 112)
(240, 152, 121)
(237, 147, 123)
(190, 138, 116)
(255, 158, 126)
(209, 143, 122)
(197, 150, 145)
(245, 148, 133)
(211, 137, 111)
(227, 143, 119)
(228, 144, 120)
(220, 152, 131)
(255, 158, 137)
(239, 147, 111)
(241, 149, 113)
(225, 135, 99)
(239, 139, 124)
(210, 146, 116)
(229, 145, 114)
(231, 135, 146)
(232, 136, 147)
(232, 147, 111)
(233, 148, 112)
(208, 150, 123)
(199, 131, 97)
(215, 147, 113)
(241, 153, 122)
(210, 144, 123)
(196, 149, 144)
(217, 143, 117)
(238, 148, 124)
(255, 157, 136)
(228, 138, 102)
(222, 132, 96)
(244, 149, 134)
(246, 149, 114)
(231, 137, 110)
(229, 135, 108)
(236, 146, 102)
(243, 146, 111)
(225, 151, 114)
(236, 156, 125)
(231, 135, 115)
(184, 139, 114)
(255, 151, 137)
(209, 145, 122)
(227, 149, 120)
(233, 144, 116)
(238, 149, 121)
(220, 152, 129)
(255, 147, 131)
(226, 145, 109)
(241, 139, 105)
(255, 156, 122)
(190, 136, 131)
(173, 119, 114)
(215, 149, 108)
(226, 160, 119)
(255, 171, 133)
(255, 174, 136)
(255, 157, 119)
(231, 132, 94)
(191, 128, 112)
(241, 148, 125)
(239, 148, 107)
(211, 121, 77)
(221, 147, 110)
(232, 152, 121)
(229, 133, 113)
(255, 150, 136)
(246, 139, 125)
(251, 154, 118)
(255, 163, 127)
(239, 150, 122)
(255, 141, 125)
(239, 144, 109)
(228, 147, 111)
(234, 147, 111)
(207, 143, 105)
(231, 147, 116)
(221, 125, 105)
(171, 140, 114)
(243, 136, 122)
(220, 142, 113)
(248, 151, 115)
(228, 131, 95)
(205, 136, 118)
(251, 141, 115)
(240, 143, 108)
(237, 146, 105)
(235, 144, 103)
(204, 140, 102)
(228, 144, 113)
(224, 128, 108)
(201, 147, 123)
(225, 152, 132)
(241, 134, 120)
(215, 136, 110)
(210, 146, 123)
(221, 143, 114)
(241, 144, 108)
(255, 144, 132)
(243, 140, 102)
(239, 143, 113)
(255, 141, 113)
(244, 145, 118)
(192, 129, 113)
(232, 146, 132)
(211, 120, 81)
(233, 147, 123)
(202, 139, 112)
(228, 137, 118)
(230, 136, 131)
(234, 140, 135)
(213, 140, 120)
(255, 155, 132)
(213, 151, 141)
(218, 142, 113)
(243, 131, 131)
(233, 142, 121)
(190, 138, 123)
(238, 131, 126)
(255, 149, 144)
(245, 138, 107)
(255, 135, 114)
(246, 147, 120)
(193, 130, 114)
(226, 142, 109)
(226, 139, 102)
(235, 149, 125)
(203, 140, 113)
(208, 135, 115)
(229, 156, 136)
(244, 144, 121)
(240, 133, 119)
(222, 146, 117)
(236, 124, 124)
(214, 136, 107)
(241, 134, 129)
(201, 139, 138)
(248, 141, 110)
(255, 141, 120)
(255, 154, 133)
(221, 126, 113)
(201, 123, 117)
(230, 160, 128)
(210, 140, 108)
(233, 145, 114)
(237, 149, 118)
(255, 154, 129)
(173, 123, 83)
(250, 138, 128)
(225, 139, 125)
(220, 154, 140)
(218, 140, 120)
(255, 157, 122)
(241, 158, 137)
(236, 153, 132)
(253, 133, 131)
(196, 147, 141)
(221, 150, 143)
(226, 155, 148)
(243, 167, 130)
(225, 149, 112)
(230, 140, 126)
(208, 155, 115)
(210, 157, 117)
(223, 156, 138)
(220, 125, 112)
(202, 132, 100)
(198, 148, 108)
(255, 145, 135)
(239, 153, 139)
(216, 138, 118)
(245, 145, 111)
(250, 148, 113)
(219, 148, 141)
(238, 147, 135)
(230, 154, 117)
(245, 155, 131)
(255, 155, 126)
(240, 150, 114)
(253, 141, 111)
(173, 132, 118)
(255, 151, 98)
(252, 145, 92)
(255, 166, 113)
(247, 135, 105)
(255, 155, 137)
(233, 156, 100)
(255, 142, 109)
(255, 145, 127)
(255, 159, 141)
(252, 159, 149)
(255, 149, 130)
(253, 145, 126)
(224, 135, 116)
(230, 147, 126)
(205, 142, 100)
(206, 141, 123)
(233, 143, 119)
(248, 161, 124)
(236, 147, 128)
(231, 142, 123)
(209, 126, 105)
(240, 130, 111)
(180, 140, 111)
(195, 147, 127)
(255, 142, 104)
(206, 160, 132)
(212, 161, 125)
(255, 154, 142)
(207, 140, 103)
(236, 152, 138)
(247, 137, 118)
(194, 146, 126)
(180, 132, 112)
(255, 144, 106)
(217, 166, 130)
(190, 139, 103)
(242, 137, 125)
(208, 141, 104)
(230, 140, 116)
(176, 136, 130)
(229, 147, 145)
(237, 149, 105)
(249, 142, 113)
(255, 135, 120)
(218, 144, 107)
(255, 148, 100)
(235, 137, 136)
(255, 142, 140)
(255, 144, 142)
(255, 147, 140)
(255, 148, 141)
(252, 144, 134)
(255, 144, 148)
(235, 153, 151)
(232, 150, 148)
(197, 136, 132)
(255, 170, 152)
(240, 152, 108)
(255, 166, 137)
(255, 170, 148)
(255, 153, 138)
(216, 125, 106)
(196, 133, 89)
(220, 146, 109)
(255, 135, 128)
(255, 129, 122)
(248, 139, 117)
(255, 171, 123)
(253, 145, 97)
(227, 150, 94)
(215, 138, 82)
(244, 172, 115)
(239, 142, 115)
(237, 151, 118)
(210, 139, 130)
(218, 147, 138)
(255, 161, 148)
(255, 143, 130)
(237, 137, 136)
(236, 136, 135)
(255, 138, 134)
(238, 153, 108)
(225, 160, 125)
(255, 144, 128)
(213, 141, 109)
(225, 124, 106)
(254, 132, 123)
(246, 151, 128)
(250, 155, 132)
(234, 142, 115)
(223, 146, 112)
(224, 142, 131)
(223, 141, 130)
(250, 144, 118)
(182, 147, 130)
(238, 141, 114)
(239, 153, 120)
(224, 142, 109)
(221, 150, 141)
(255, 150, 137)
(232, 148, 134)
(255, 182, 181)
(228, 144, 142)
(255, 135, 131)
(251, 152, 132)
(220, 155, 120)
(255, 131, 115)
(209, 134, 102)
(249, 151, 121)
(154, 125, 114)
(240, 139, 121)
(253, 131, 122)
(208, 86, 77)
(251, 156, 133)
(236, 144, 117)
(227, 145, 134)
